"lambda","mu","p","n","snr","MSE"
1,100,608,200,5,5.28691458612914
1,500,561,200,2.33333333333333,2.64156695501273
1,100,40,200,2.33333333333333,0.9766280104613
1,1,979,200,1,1.00418775857033
1,200,1706,200,5,4.74013682468099
1,200,105,200,1,0.92624249414576
1,1,377,200,5,3.98218266941734
1,100,234,200,2.33333333333333,1.06944752524217
1,200,157,200,1,0.882841174919785
1,100,34,200,3.66666666666667,0.90771231718929
1,1,234,200,1,0.890780070643171
1,500,44,200,2.33333333333333,0.971163505265119
1,100,77,200,2.33333333333333,0.963845326437307
1,200,51,200,1,0.934533471470425
1,200,216,200,3.66666666666667,1.10013749014184
1,200,216,200,2.33333333333333,1.01600704134516
1,500,1147,200,2.33333333333333,2.24128068005529
1,500,658,200,3.66666666666667,3.78469776178228
1,100,44,200,2.33333333333333,0.969765545524518
1,1,170,200,1,0.892499388117632
1,500,561,200,3.66666666666667,3.88225020440193
1,200,60,200,2.33333333333333,0.961158376710119
1,500,97,200,3.66666666666667,0.906113974166643
1,100,771,200,2.33333333333333,2.51473226423448
1,500,20,200,5,0.822364398547441
1,1,47,200,3.66666666666667,0.892499388117615
1,1,51,200,5,0.892499388117616
1,500,51,200,5,0.934874652811659
1,1,442,200,3.66666666666667,3.39349031220333
1,500,23,200,5,0.829411896853306
1,200,199,200,3.66666666666667,1.1519742114103
1,200,1576,200,5,5.18192872046938
1,1,2000,200,1,1.01450172370123
1,1,904,200,3.66666666666667,3.47371619781509
1,100,184,200,1,0.98953485886326
1,200,90,200,2.33333333333333,0.909835951456641
1,100,145,200,3.66666666666667,0.980715576950085
1,100,25,200,5,0.891588508485094
1,100,1344,200,2.33333333333333,2.23969290780987
1,100,322,200,2.33333333333333,1.69749369633065
1,100,20,200,1,0.821773381234711
1,1,2000,200,5,4.72838731852913
1,200,134,200,5,0.968391050138465
1,1,60,200,5,0.892499388117617
1,1,377,200,3.66666666666667,3.04516055623262
1,1,34,200,1,0.892499388117617
1,200,124,200,1,0.943291743358135
1,100,658,200,3.66666666666667,3.78650041947486
1,100,65,200,2.33333333333333,0.964578334158079
1,100,40,200,3.66666666666667,0.976628010461276
1,100,200,200,3.66666666666667,1.24417801627777
1,200,29,200,1,0.919264953020396
1,500,21,200,3.66666666666667,0.8189469503764
1,1,2000,200,3.66666666666667,3.4903359699898
1,500,199,200,3.66666666666667,1.02710989245594
1,500,97,200,2.33333333333333,0.906113974171616
1,200,835,200,1,1.25555790078208
1,100,199,200,3.66666666666667,1.19080411009554
1,1,1706,200,1,0.993522768078825
1,200,114,200,2.33333333333333,0.904019471029032
1,200,20,200,5,0.822139735894202
1,1,254,200,1,0.821735277561602
1,200,32,200,3.66666666666667,0.920889229204592
1,100,1576,200,1,1.16821992461719
1,1,1242,200,5,4.52297568590522
1,200,90,200,3.66666666666667,0.909835951457014
1,1,1847,200,1,1.04165272381202
1,100,234,200,5,1.37743108930587
1,200,51,200,5,0.934533471471056
1,500,771,200,5,4.96941547231791
1,1,322,200,5,2.996695309763
1,500,408,200,1,1.28540888154706
1,100,20,200,2.33333333333333,0.821773381234716
1,1,23,200,2.33333333333333,0.892499388117616
1,1,254,200,2.33333333333333,1.10339296710843
1,100,297,200,2.33333333333333,1.5627378951464
1,100,377,200,1,1.20442717478574
1,500,275,200,1,0.960431793573837
1,500,77,200,5,0.964460792980229
1,200,29,200,5,0.919264953021336
1,1,979,200,2.33333333333333,2.10865869692902
1,1,479,200,3.66666666666667,3.57291517610261
1,500,216,200,1,0.95229452275248
1,1,114,200,3.66666666666667,0.892499388117614
1,200,37,200,3.66666666666667,0.932304331720314
1,1,77,200,1,0.892499388117619
1,1,32,200,1,0.892499388117616
1,500,712,200,3.66666666666667,3.92086735380266
1,200,134,200,3.66666666666667,0.968391050136553
1,500,60,200,5,0.961541067229688
1,200,47,200,5,0.957051543632881
1,100,90,200,2.33333333333333,0.90973496604569
1,1,608,200,2.33333333333333,2.63954715659923
1,100,275,200,3.66666666666667,1.8250888647101
1,100,34,200,5,0.907712317189277
1,200,835,200,3.66666666666667,3.81921477170228
1,100,275,200,5,2.26614862650956
1,500,518,200,3.66666666666667,3.99942910810222
1,200,561,200,3.66666666666667,3.88295509385119
1,200,200,200,5,1.37743635659447
1,500,37,200,2.33333333333333,0.932799622526402
1,500,408,200,5,4.25095993343121
1,100,1147,200,3.66666666666667,3.4211713260861
1,500,34,200,2.33333333333333,0.908909137785946
1,100,25,200,1,0.891588508484989
1,200,561,200,1,1.38633759577102
1,1,561,200,3.66666666666667,3.76804744963245
1,200,904,200,2.33333333333333,2.36542338460701
1,200,32,200,5,0.920889229204659
1,500,254,200,1,0.877004981574075
1,1,771,200,2.33333333333333,2.41171406556193
1,1,47,200,1,0.892499388117615
1,1,65,200,3.66666666666667,0.892499388117614
1,500,1576,200,1,1.16829449458298
1,500,97,200,1,0.906113974178082
1,500,25,200,1,0.89258392741447
1,200,77,200,3.66666666666667,0.964232944588132
1,100,27,200,2.33333333333333,0.903971310980148
1,100,83,200,1,0.945693468038118
1,500,65,200,1,0.965485328859254
1,500,200,200,3.66666666666667,1.30211421620412
1,1,1847,200,2.33333333333333,2.31497351443948
1,500,23,200,3.66666666666667,0.82941189685294
1,200,145,200,3.66666666666667,0.981151769192058
1,200,170,200,2.33333333333333,0.945583419254353
1,100,114,200,5,0.903977252760049
1,100,1847,200,2.33333333333333,2.36726133026672
1,1,322,200,3.66666666666667,2.3273894483107
1,1,27,200,1,0.892499388117619
1,500,134,200,5,0.968682413355831
1,500,27,200,1,0.905061093352671
1,1,561,200,1,1.32398827816096
1,500,442,200,1,1.36693213807009
1,1,771,200,1,1.20596763471994
1,500,83,200,3.66666666666667,0.946016488509777
1,200,979,200,3.66666666666667,3.29739417436612
1,500,145,200,5,0.981408588255732
1,1,200,200,1,0.892499388113131
1,1,1576,200,1,1.12632774645563
1,200,47,200,1,0.957051543632364
1,200,170,200,3.66666666666667,0.945583419262117
1,500,134,200,3.66666666666667,0.968682413330434
1,500,979,200,2.33333333333333,2.16998636562314
1,1,979,200,5,4.32995166569991
1,500,835,200,2.33333333333333,2.54211911721958
1,1,377,200,1,1.18092410763713
1,200,20,200,2.33333333333333,0.822139735894231
1,500,322,200,5,3.03535823691757
1,200,979,200,2.33333333333333,2.17009854546061
1,100,518,200,3.66666666666667,4.0003154376886
1,200,904,200,1,1.16504538840665
1,1,348,200,3.66666666666667,2.49624562866217
1,100,979,200,5,4.42538334739938
1,500,1576,200,5,5.18199212735357
1,100,145,200,5,0.980715576949522
1,100,479,200,3.66666666666667,3.77551764571211
1,100,71,200,1,0.963089318687655
1,1,254,200,5,1.70351096746721
1,500,83,200,2.33333333333333,0.946016488507212
1,500,40,200,5,0.9782296355646
1,500,44,200,5,0.971163505265192
1,500,200,200,5,1.38581788849031
1,200,1847,200,5,4.95587850353906
1,100,1706,200,3.66666666666667,3.50920051830048
1,1,97,200,3.66666666666667,0.892499388117618
1,200,25,200,1,0.892213794753291
1,100,275,200,1,0.960446760258315
1,200,322,200,5,3.03547334189019
1,500,47,200,1,0.957496885261949
1,100,71,200,3.66666666666667,0.96308931868734
1,200,71,200,1,0.963464292208308
1,100,442,200,3.66666666666667,3.54123217275659
1,1,114,200,5,0.892499388117614
1,100,904,200,1,1.16495171601763
1,1,658,200,2.33333333333333,2.49165237778506
1,1,34,200,3.66666666666667,0.892499388117617
1,1,77,200,5,0.892499388117619
1,100,32,200,1,0.920056729896837
1,100,2000,200,1,1.03507185191251
1,200,105,200,3.66666666666667,0.926242494144567
1,100,32,200,2.33333333333333,0.920056729896807
1,1,21,200,5,0.89249938811762
1,100,114,200,1,0.903977252760772
1,200,56,200,3.66666666666667,0.970681548303804
1,1,234,200,5,1.30691730863074
1,100,979,200,1,1.04363665469912
1,500,377,200,3.66666666666667,3.06220946746624
1,100,904,200,3.66666666666667,3.55997083356271
1,500,44,200,3.66666666666667,0.971163505265162
1,200,157,200,3.66666666666667,0.88284117491736
1,200,297,200,5,2.69820477249165
1,500,712,200,2.33333333333333,2.6344396060159
1,1,134,200,2.33333333333333,0.892499388117621
1,100,32,200,5,0.920056729896774
1,100,32,200,3.66666666666667,0.920056729896792
1,1,200,200,5,0.892499388112247
1,100,114,200,2.33333333333333,0.903977252760472
1,500,216,200,5,1.18609794833458
1,500,1059,200,1,1.11457029772652
1,100,34,200,1,0.907712317189325
1,1,835,200,5,4.94827462875014
1,500,297,200,3.66666666666667,2.12699868702054
1,1,1576,200,2.33333333333333,2.44674509028502
1,500,377,200,1,1.20390954007917
1,1,712,200,1,1.25837240342227
1,200,254,200,3.66666666666667,1.4792113041513
1,200,479,200,5,4.96057277873831
1,500,1455,200,3.66666666666667,3.69024004794452
1,1,56,200,1,0.892499388117619
1,1,44,200,2.33333333333333,0.892499388117617
1,1,1059,200,1,1.06257772954507
1,1,32,200,2.33333333333333,0.892499388117617
1,500,1847,200,3.66666666666667,3.6613244973939
1,500,518,200,2.33333333333333,2.71482996214293
1,200,65,200,5,0.965148902235941
1,100,56,200,3.66666666666667,0.969967952832627
1,100,37,200,3.66666666666667,0.931465103220201
1,500,1576,200,3.66666666666667,3.84885324276598
1,500,114,200,2.33333333333333,0.904043497208203
1,1,1455,200,5,4.88591362834534
1,100,835,200,3.66666666666667,3.81901847645963
1,500,1147,200,1,1.06349017260325
1,100,561,200,5,5.11823375967618
1,1,442,200,2.33333333333333,2.33504335051473
1,100,65,200,5,0.964578334158013
1,100,1147,200,1,1.06354477234374
1,500,771,200,2.33333333333333,2.51505167397376
1,500,658,200,2.33333333333333,2.54871020752317
1,200,518,200,1,1.41894147931631
1,500,561,200,5,5.11592065327074
1,1,56,200,2.33333333333333,0.89249938811762
1,100,979,200,2.33333333333333,2.17028175825239
1,1,29,200,1,0.892499388117616
1,200,2000,200,2.33333333333333,2.27981659329328
1,200,608,200,2.33333333333333,2.72260786398004
1,1,184,200,1,0.892499388117654
1,1,157,200,1,0.89249938811763
1,1,1059,200,5,4.56440668808165
1,100,184,200,2.33333333333333,0.989534858876162
1,200,1847,200,3.66666666666667,3.66120477396874
1,500,904,200,1,1.16510041304573
1,1,40,200,1,0.892499388117615
1,500,1242,200,3.66666666666667,3.40173652477256
1,1,184,200,3.66666666666667,0.892499388117692
1,100,47,200,2.33333333333333,0.95629676494905
1,500,658,200,1,1.30326708212914
1,200,25,200,2.33333333333333,0.892213794753306
1,100,771,200,1,1.27361015492473
1,200,1147,200,2.33333333333333,2.2413403561397
1,500,20,200,1,0.822364398545951
1,1,1344,200,1,1.01538102643758
1,1,234,200,2.33333333333333,1.01195215810615
1,100,297,200,5,2.69835751005023
1,1,20,200,3.66666666666667,0.892499388117617
1,1,44,200,5,0.892499388117615
1,500,234,200,5,1.37765684885139
1,100,2000,200,5,4.76507544984342
1,500,71,200,3.66666666666667,0.9636834656523
1,100,27,200,1,0.903971310980169
1,500,23,200,2.33333333333333,0.829411896852527
1,100,835,200,1,1.25550540428769
1,1,712,200,3.66666666666667,3.76877355086585
1,500,1242,200,2.33333333333333,2.22446543309305
1,1,40,200,3.66666666666667,0.892499388117617
1,500,479,200,1,1.37252141828708
1,500,979,200,3.66666666666667,3.29723191124499
1,100,105,200,3.66666666666667,0.926147610431393
