λ,μ,p,n,MSE
27.052631578947366,53.10526315789473,715,200,5,20.97943858930167
27.052631578947366,53.10526315789473,763,200,5,20.222225901187397
27.052631578947366,53.10526315789473,810,200,5,24.033926683911204
27.052631578947366,53.10526315789473,857,200,5,18.806988822413746
27.052631578947366,53.10526315789473,905,200,5,34.81210303748344
27.052631578947366,53.10526315789473,952,200,5,25.098645869866832
27.052631578947366,53.10526315789473,1000,200,5,17.16644096278934
32.26315789473684,53.10526315789473,100,200,5,3.034267517479558
32.26315789473684,53.10526315789473,147,200,5,20.62899269058701
32.26315789473684,53.10526315789473,194,200,5,11.034604324272903
32.26315789473684,53.10526315789473,242,200,5,9.71144081854126
32.26315789473684,53.10526315789473,289,200,5,13.355609719789623
32.26315789473684,53.10526315789473,336,200,5,15.30705331878262
32.26315789473684,53.10526315789473,384,200,5,15.515862860070392
32.26315789473684,53.10526315789473,431,200,5,19.785142448730415
32.26315789473684,53.10526315789473,478,200,5,17.119456021484684
32.26315789473684,53.10526315789473,526,200,5,16.982169485638146
32.26315789473684,53.10526315789473,573,200,5,25.86124814984458
32.26315789473684,53.10526315789473,621,200,5,18.234965089791277
32.26315789473684,53.10526315789473,668,200,5,23.099661047266775
32.26315789473684,53.10526315789473,715,200,5,19.16784675498947
32.26315789473684,53.10526315789473,763,200,5,33.69365891151349
32.26315789473684,53.10526315789473,810,200,5,25.557070399019022
32.26315789473684,53.10526315789473,857,200,5,20.484979658168488
32.26315789473684,53.10526315789473,905,200,5,23.427040393872677
32.26315789473684,53.10526315789473,952,200,5,19.58469949521383
32.26315789473684,53.10526315789473,1000,200,5,34.75602944944036
37.473684210526315,53.10526315789473,100,200,5,3.3602744219429197
37.473684210526315,53.10526315789473,147,200,5,20.23875744871228
37.473684210526315,53.10526315789473,194,200,5,10.41199133180433
37.473684210526315,53.10526315789473,242,200,5,11.778244333826636
37.473684210526315,53.10526315789473,289,200,5,12.566387447427783
37.473684210526315,53.10526315789473,336,200,5,21.898237556890056
37.473684210526315,53.10526315789473,384,200,5,16.3223737842362
37.473684210526315,53.10526315789473,431,200,5,20.645024470699244
37.473684210526315,53.10526315789473,478,200,5,20.16870893921472
37.473684210526315,53.10526315789473,526,200,5,17.918094496615637
37.473684210526315,53.10526315789473,573,200,5,22.55434036560809
37.473684210526315,53.10526315789473,621,200,5,21.179210158743455
37.473684210526315,53.10526315789473,668,200,5,16.921533578839387
37.473684210526315,53.10526315789473,715,200,5,26.836375048770257
37.473684210526315,53.10526315789473,763,200,5,16.630927991157634
37.473684210526315,53.10526315789473,810,200,5,20.84568995639395
37.473684210526315,53.10526315789473,857,200,5,21.1733286153236
37.473684210526315,53.10526315789473,905,200,5,28.010232123522957
37.473684210526315,53.10526315789473,952,200,5,25.610934376818612
37.473684210526315,53.10526315789473,1000,200,5,17.78935902530434
42.68421052631579,53.10526315789473,100,200,5,1.8917592103467518
42.68421052631579,53.10526315789473,147,200,5,26.686090991759844
42.68421052631579,53.10526315789473,194,200,5,7.419352351206346
42.68421052631579,53.10526315789473,242,200,5,17.54717146878534
42.68421052631579,53.10526315789473,289,200,5,18.666756453101616
42.68421052631579,53.10526315789473,336,200,5,14.144224519510319
42.68421052631579,53.10526315789473,384,200,5,16.95576856750019
42.68421052631579,53.10526315789473,431,200,5,17.23608542712703
42.68421052631579,53.10526315789473,478,200,5,15.440359676470319
42.68421052631579,53.10526315789473,526,200,5,20.559859015707783
42.68421052631579,53.10526315789473,573,200,5,21.406529146772495
42.68421052631579,53.10526315789473,621,200,5,24.147054051756697
42.68421052631579,53.10526315789473,668,200,5,23.093670180498375
42.68421052631579,53.10526315789473,715,200,5,17.432237777991258
42.68421052631579,53.10526315789473,763,200,5,26.908434001760952
42.68421052631579,53.10526315789473,810,200,5,19.759385106343856
42.68421052631579,53.10526315789473,857,200,5,16.726108391413494
42.68421052631579,53.10526315789473,905,200,5,25.100973531413775
42.68421052631579,53.10526315789473,952,200,5,18.18109520360989
42.68421052631579,53.10526315789473,1000,200,5,22.422155805223785
47.89473684210526,53.10526315789473,100,200,5,3.394548823286078
47.89473684210526,53.10526315789473,147,200,5,44.688723922129505
47.89473684210526,53.10526315789473,194,200,5,14.515537568543808
47.89473684210526,53.10526315789473,242,200,5,12.966000973849592
47.89473684210526,53.10526315789473,289,200,5,17.11041580298653
47.89473684210526,53.10526315789473,336,200,5,14.866031037714624
47.89473684210526,53.10526315789473,384,200,5,15.47729665112276
47.89473684210526,53.10526315789473,431,200,5,23.611649481660564
47.89473684210526,53.10526315789473,478,200,5,18.95875261550228
47.89473684210526,53.10526315789473,526,200,5,16.114256072214697
47.89473684210526,53.10526315789473,573,200,5,13.937029650688139
47.89473684210526,53.10526315789473,621,200,5,19.017342433450615
47.89473684210526,53.10526315789473,668,200,5,14.034264737115821
47.89473684210526,53.10526315789473,715,200,5,21.203374703717802
47.89473684210526,53.10526315789473,763,200,5,17.833076612446135
47.89473684210526,53.10526315789473,810,200,5,35.05603967084195
47.89473684210526,53.10526315789473,857,200,5,20.70509752049937
47.89473684210526,53.10526315789473,905,200,5,17.678109833427637
47.89473684210526,53.10526315789473,952,200,5,18.78783258491779
47.89473684210526,53.10526315789473,1000,200,5,30.724718740710106
53.10526315789473,53.10526315789473,100,200,5,3.601411658463698
53.10526315789473,53.10526315789473,147,200,5,54.98159115930833
53.10526315789473,53.10526315789473,194,200,5,8.75308761780292
53.10526315789473,53.10526315789473,242,200,5,8.270535360109113
53.10526315789473,53.10526315789473,289,200,5,14.552968309212433
53.10526315789473,53.10526315789473,336,200,5,14.92723889549367
53.10526315789473,53.10526315789473,384,200,5,20.55577143111676
53.10526315789473,53.10526315789473,431,200,5,22.837629693695092
53.10526315789473,53.10526315789473,478,200,5,21.475247403898354
53.10526315789473,53.10526315789473,526,200,5,26.16881956687259
53.10526315789473,53.10526315789473,573,200,5,15.418411345543037
53.10526315789473,53.10526315789473,621,200,5,23.45017930184207
53.10526315789473,53.10526315789473,668,200,5,29.885820803100202
53.10526315789473,53.10526315789473,715,200,5,18.954465656664446
53.10526315789473,53.10526315789473,763,200,5,21.023390279439205
53.10526315789473,53.10526315789473,810,200,5,22.71386037834799
53.10526315789473,53.10526315789473,857,200,5,22.55422081793608
53.10526315789473,53.10526315789473,905,200,5,23.630657717182036
53.10526315789473,53.10526315789473,952,200,5,20.728426780815465
53.10526315789473,53.10526315789473,1000,200,5,26.04367054179789
58.315789473684205,53.10526315789473,100,200,5,2.5041383623020526
58.315789473684205,53.10526315789473,147,200,5,13.497272266550434
58.315789473684205,53.10526315789473,194,200,5,8.011653332110159
58.315789473684205,53.10526315789473,242,200,5,10.784766381637345
58.315789473684205,53.10526315789473,289,200,5,15.473925306991495
58.315789473684205,53.10526315789473,336,200,5,18.431489867998714
58.315789473684205,53.10526315789473,384,200,5,14.885173878577811
58.315789473684205,53.10526315789473,431,200,5,20.03573655765797
58.315789473684205,53.10526315789473,478,200,5,23.999413939627253
58.315789473684205,53.10526315789473,526,200,5,17.177146089634384
58.315789473684205,53.10526315789473,573,200,5,26.036979832607024
58.315789473684205,53.10526315789473,621,200,5,27.342278660669844
58.315789473684205,53.10526315789473,668,200,5,29.552649094139632
58.315789473684205,53.10526315789473,715,200,5,20.395757171839993
58.315789473684205,53.10526315789473,763,200,5,27.529023602277118
58.315789473684205,53.10526315789473,810,200,5,19.146086144600954
58.315789473684205,53.10526315789473,857,200,5,22.912693641040782
58.315789473684205,53.10526315789473,905,200,5,21.27222519532347
58.315789473684205,53.10526315789473,952,200,5,28.737336439677115
58.315789473684205,53.10526315789473,1000,200,5,18.18068531933198
63.526315789473685,53.10526315789473,100,200,5,4.337856518726627
63.526315789473685,53.10526315789473,147,200,5,21.893302662254214
63.526315789473685,53.10526315789473,194,200,5,11.301469646231151
63.526315789473685,53.10526315789473,242,200,5,13.525763009360304
63.526315789473685,53.10526315789473,289,200,5,18.725511165941683
63.526315789473685,53.10526315789473,336,200,5,11.623050426127326
63.526315789473685,53.10526315789473,384,200,5,11.707564272530616
63.526315789473685,53.10526315789473,431,200,5,17.388300952730408
63.526315789473685,53.10526315789473,478,200,5,19.510425229792904
63.526315789473685,53.10526315789473,526,200,5,23.355627823627465
63.526315789473685,53.10526315789473,573,200,5,25.694380280003795
63.526315789473685,53.10526315789473,621,200,5,23.144178439965533
63.526315789473685,53.10526315789473,668,200,5,23.917689172515757
63.526315789473685,53.10526315789473,715,200,5,20.13557456739917
63.526315789473685,53.10526315789473,763,200,5,21.91893521787215
63.526315789473685,53.10526315789473,810,200,5,22.584018090268078
63.526315789473685,53.10526315789473,857,200,5,21.5052444674363
63.526315789473685,53.10526315789473,905,200,5,25.68658168947671
63.526315789473685,53.10526315789473,952,200,5,24.12461690042037
63.526315789473685,53.10526315789473,1000,200,5,21.4926674278537
68.73684210526315,53.10526315789473,100,200,5,2.4525573738961066
68.73684210526315,53.10526315789473,147,200,5,19.867331438505353
68.73684210526315,53.10526315789473,194,200,5,7.376754237709338
68.73684210526315,53.10526315789473,242,200,5,17.76273639148803
68.73684210526315,53.10526315789473,289,200,5,19.241054817430634
68.73684210526315,53.10526315789473,336,200,5,19.02397323567736
68.73684210526315,53.10526315789473,384,200,5,10.884714085469463
68.73684210526315,53.10526315789473,431,200,5,18.222162856418677
68.73684210526315,53.10526315789473,478,200,5,16.432120988993766
68.73684210526315,53.10526315789473,526,200,5,16.125802453043054
68.73684210526315,53.10526315789473,573,200,5,21.697593950336007
68.73684210526315,53.10526315789473,621,200,5,19.349247448932786
68.73684210526315,53.10526315789473,668,200,5,21.611811614431208
68.73684210526315,53.10526315789473,715,200,5,17.840234588315123
68.73684210526315,53.10526315789473,763,200,5,16.471670909187516
68.73684210526315,53.10526315789473,810,200,5,27.35327368497169
68.73684210526315,53.10526315789473,857,200,5,25.969429959809936
68.73684210526315,53.10526315789473,905,200,5,17.48625719738355
68.73684210526315,53.10526315789473,952,200,5,14.38787107580754
68.73684210526315,53.10526315789473,1000,200,5,17.315050524561
73.94736842105263,53.10526315789473,100,200,5,3.5326067284944296
73.94736842105263,53.10526315789473,147,200,5,6.550927391523885
73.94736842105263,53.10526315789473,194,200,5,12.238871408215845
73.94736842105263,53.10526315789473,242,200,5,11.607338469009354
73.94736842105263,53.10526315789473,289,200,5,14.943773144389185
73.94736842105263,53.10526315789473,336,200,5,16.8759648651644
73.94736842105263,53.10526315789473,384,200,5,15.540671506858088
73.94736842105263,53.10526315789473,431,200,5,19.50868137260075
73.94736842105263,53.10526315789473,478,200,5,14.768731276957208
73.94736842105263,53.10526315789473,526,200,5,23.121011193506533
73.94736842105263,53.10526315789473,573,200,5,17.889814208397052
73.94736842105263,53.10526315789473,621,200,5,22.625415839399018
73.94736842105263,53.10526315789473,668,200,5,23.85598782718562
73.94736842105263,53.10526315789473,715,200,5,26.079792469702646
73.94736842105263,53.10526315789473,763,200,5,19.79644212646009
73.94736842105263,53.10526315789473,810,200,5,21.214090048948282
73.94736842105263,53.10526315789473,857,200,5,20.16674638013641
73.94736842105263,53.10526315789473,905,200,5,21.9077967306049
73.94736842105263,53.10526315789473,952,200,5,25.989022989587184
73.94736842105263,53.10526315789473,1000,200,5,18.099980037701634
79.1578947368421,53.10526315789473,100,200,5,3.987617489179641
79.1578947368421,53.10526315789473,147,200,5,15.562605456029507
79.1578947368421,53.10526315789473,194,200,5,10.891717078200717
79.1578947368421,53.10526315789473,242,200,5,14.649203264090563
79.1578947368421,53.10526315789473,289,200,5,14.734278149060703
79.1578947368421,53.10526315789473,336,200,5,15.895034133989022
79.1578947368421,53.10526315789473,384,200,5,14.168338888986984
79.1578947368421,53.10526315789473,431,200,5,20.094200036794895
79.1578947368421,53.10526315789473,478,200,5,20.84995677739341
79.1578947368421,53.10526315789473,526,200,5,19.05991959469306
79.1578947368421,53.10526315789473,573,200,5,24.569756092537187
79.1578947368421,53.10526315789473,621,200,5,26.253698267119642
79.1578947368421,53.10526315789473,668,200,5,23.425252996243373
79.1578947368421,53.10526315789473,715,200,5,25.23304905467634
79.1578947368421,53.10526315789473,763,200,5,26.200604489657476
79.1578947368421,53.10526315789473,810,200,5,21.244360542063088
79.1578947368421,53.10526315789473,857,200,5,19.174327625595687
79.1578947368421,53.10526315789473,905,200,5,21.427840100052
79.1578947368421,53.10526315789473,952,200,5,32.56500084541416
79.1578947368421,53.10526315789473,1000,200,5,24.29283236000674
84.36842105263158,53.10526315789473,100,200,5,4.122491030824032
84.36842105263158,53.10526315789473,147,200,5,9.897799967320758
84.36842105263158,53.10526315789473,194,200,5,10.569683251374556
84.36842105263158,53.10526315789473,242,200,5,16.43849331473912
84.36842105263158,53.10526315789473,289,200,5,16.884906654296284
84.36842105263158,53.10526315789473,336,200,5,13.951846796856854
84.36842105263158,53.10526315789473,384,200,5,11.032539730351965
84.36842105263158,53.10526315789473,431,200,5,20.23225966887579
84.36842105263158,53.10526315789473,478,200,5,16.77193614619034
84.36842105263158,53.10526315789473,526,200,5,22.007457202448
84.36842105263158,53.10526315789473,573,200,5,20.725587206404853
84.36842105263158,53.10526315789473,621,200,5,19.47528563298026
84.36842105263158,53.10526315789473,668,200,5,13.270257916432733
84.36842105263158,53.10526315789473,715,200,5,18.301560332047814
84.36842105263158,53.10526315789473,763,200,5,17.764026223290262
84.36842105263158,53.10526315789473,810,200,5,26.47217794175908
84.36842105263158,53.10526315789473,857,200,5,19.09784139584644
84.36842105263158,53.10526315789473,905,200,5,23.296005680384155
84.36842105263158,53.10526315789473,952,200,5,23.807081317612344
84.36842105263158,53.10526315789473,1000,200,5,23.443240333646866
89.57894736842105,53.10526315789473,100,200,5,3.920268153209256
89.57894736842105,53.10526315789473,147,200,5,25.570409142476297
89.57894736842105,53.10526315789473,194,200,5,10.003319625392074
89.57894736842105,53.10526315789473,242,200,5,16.15557545762221
89.57894736842105,53.10526315789473,289,200,5,24.82105663372368
89.57894736842105,53.10526315789473,336,200,5,12.469157057805988
89.57894736842105,53.10526315789473,384,200,5,14.088523629201225
89.57894736842105,53.10526315789473,431,200,5,17.468916620239657
89.57894736842105,53.10526315789473,478,200,5,22.202120225416643
89.57894736842105,53.10526315789473,526,200,5,18.77334342472451
89.57894736842105,53.10526315789473,573,200,5,20.98772286551694
89.57894736842105,53.10526315789473,621,200,5,24.239763362796893
89.57894736842105,53.10526315789473,668,200,5,31.64678930143284
89.57894736842105,53.10526315789473,715,200,5,21.361161442600213
89.57894736842105,53.10526315789473,763,200,5,23.524887060876157
89.57894736842105,53.10526315789473,810,200,5,19.16239301757662
89.57894736842105,53.10526315789473,857,200,5,16.23100269060173
89.57894736842105,53.10526315789473,905,200,5,21.88749899026186
89.57894736842105,53.10526315789473,952,200,5,25.313749435338657
89.57894736842105,53.10526315789473,1000,200,5,20.6058486980154
94.78947368421052,53.10526315789473,100,200,5,3.940021439833065
94.78947368421052,53.10526315789473,147,200,5,39.179303213666216
94.78947368421052,53.10526315789473,194,200,5,9.586378071284944
94.78947368421052,53.10526315789473,242,200,5,13.858532966738318
94.78947368421052,53.10526315789473,289,200,5,17.09715444223492
94.78947368421052,53.10526315789473,336,200,5,17.60157618633491
94.78947368421052,53.10526315789473,384,200,5,20.08226254768933
94.78947368421052,53.10526315789473,431,200,5,22.105859686704157
94.78947368421052,53.10526315789473,478,200,5,23.753943180963727
94.78947368421052,53.10526315789473,526,200,5,16.234563542900887
94.78947368421052,53.10526315789473,573,200,5,30.695765923723286
94.78947368421052,53.10526315789473,621,200,5,24.364762887198275
94.78947368421052,53.10526315789473,668,200,5,25.08262148492978
94.78947368421052,53.10526315789473,715,200,5,21.78009266561038
94.78947368421052,53.10526315789473,763,200,5,29.607954982012657
94.78947368421052,53.10526315789473,810,200,5,25.25169533216826
94.78947368421052,53.10526315789473,857,200,5,20.555614234464304
94.78947368421052,53.10526315789473,905,200,5,21.80315922392864
94.78947368421052,53.10526315789473,952,200,5,26.36931837087918
94.78947368421052,53.10526315789473,1000,200,5,27.55604398959307
100.0,53.10526315789473,100,200,5,4.2761651851719575
100.0,53.10526315789473,147,200,5,22.515611056242342
100.0,53.10526315789473,194,200,5,13.106259979977379
100.0,53.10526315789473,242,200,5,12.907725233730593
100.0,53.10526315789473,289,200,5,15.913592845825786
100.0,53.10526315789473,336,200,5,21.15969993991015
100.0,53.10526315789473,384,200,5,17.33673832175659
100.0,53.10526315789473,431,200,5,14.021878824430955
100.0,53.10526315789473,478,200,5,18.742776291921484
100.0,53.10526315789473,526,200,5,20.954579417470562
100.0,53.10526315789473,573,200,5,16.050922815973685
100.0,53.10526315789473,621,200,5,25.849544109974634
100.0,53.10526315789473,668,200,5,25.469512858732344
100.0,53.10526315789473,715,200,5,12.808545646624285
100.0,53.10526315789473,763,200,5,23.66239905485912
100.0,53.10526315789473,810,200,5,23.068132814437778
100.0,53.10526315789473,857,200,5,17.263453840382283
100.0,53.10526315789473,905,200,5,21.41968098340066
100.0,53.10526315789473,952,200,5,23.774885619701443
100.0,53.10526315789473,1000,200,5,27.637203282010546
1.0,58.315789473684205,100,200,5,3.562877952285201
1.0,58.315789473684205,147,200,5,22.295703683321552
1.0,58.315789473684205,194,200,5,10.793174930569139
1.0,58.315789473684205,242,200,5,13.289989879340789
1.0,58.315789473684205,289,200,5,11.23938815520735
1.0,58.315789473684205,336,200,5,17.45771378060187
1.0,58.315789473684205,384,200,5,16.648665430738706
1.0,58.315789473684205,431,200,5,19.71218503778868
1.0,58.315789473684205,478,200,5,21.41307007029709
1.0,58.315789473684205,526,200,5,17.561619792893886
1.0,58.315789473684205,573,200,5,23.17401784270285
1.0,58.315789473684205,621,200,5,21.62293872882831
1.0,58.315789473684205,668,200,5,19.644232463139527
1.0,58.315789473684205,715,200,5,14.751318958137059
1.0,58.315789473684205,763,200,5,24.906285586531467
1.0,58.315789473684205,810,200,5,31.101250610040662
1.0,58.315789473684205,857,200,5,25.287803619692507
1.0,58.315789473684205,905,200,5,19.63964789556263
1.0,58.315789473684205,952,200,5,18.873278567372285
1.0,58.315789473684205,1000,200,5,20.60870387659497
6.2105263157894735,58.315789473684205,100,200,5,4.319616124976501
6.2105263157894735,58.315789473684205,147,200,5,33.664806789314994
6.2105263157894735,58.315789473684205,194,200,5,9.789387640483133
6.2105263157894735,58.315789473684205,242,200,5,15.983728686788703
6.2105263157894735,58.315789473684205,289,200,5,14.835722742881625
6.2105263157894735,58.315789473684205,336,200,5,16.681530618335675
6.2105263157894735,58.315789473684205,384,200,5,17.110248898985216
6.2105263157894735,58.315789473684205,431,200,5,12.688461662849246
6.2105263157894735,58.315789473684205,478,200,5,19.64485572117545
6.2105263157894735,58.315789473684205,526,200,5,17.590157946663684
6.2105263157894735,58.315789473684205,573,200,5,20.59700579134839
6.2105263157894735,58.315789473684205,621,200,5,20.261519184071904
6.2105263157894735,58.315789473684205,668,200,5,20.644250564836746
6.2105263157894735,58.315789473684205,715,200,5,20.900996100124644
6.2105263157894735,58.315789473684205,763,200,5,21.085984474953513
6.2105263157894735,58.315789473684205,810,200,5,23.144281582441746
6.2105263157894735,58.315789473684205,857,200,5,22.34569871737954
6.2105263157894735,58.315789473684205,905,200,5,22.844538386542716
6.2105263157894735,58.315789473684205,952,200,5,25.389885230754164
6.2105263157894735,58.315789473684205,1000,200,5,22.13449559883106
11.421052631578947,58.315789473684205,100,200,5,5.630085541298282
11.421052631578947,58.315789473684205,147,200,5,40.42208676131876
11.421052631578947,58.315789473684205,194,200,5,11.144268244863946
11.421052631578947,58.315789473684205,242,200,5,7.679210528100105
11.421052631578947,58.315789473684205,289,200,5,17.84594894583937
11.421052631578947,58.315789473684205,336,200,5,20.84982847486292
11.421052631578947,58.315789473684205,384,200,5,17.562184869995317
11.421052631578947,58.315789473684205,431,200,5,16.45849378712758
11.421052631578947,58.315789473684205,478,200,5,22.1271495929632
11.421052631578947,58.315789473684205,526,200,5,25.135007469763686
11.421052631578947,58.315789473684205,573,200,5,26.192907408259558
11.421052631578947,58.315789473684205,621,200,5,19.99447590995103
11.421052631578947,58.315789473684205,668,200,5,25.754800440725415
11.421052631578947,58.315789473684205,715,200,5,20.37576373904598
11.421052631578947,58.315789473684205,763,200,5,24.61727326077455
11.421052631578947,58.315789473684205,810,200,5,17.623206624815634
11.421052631578947,58.315789473684205,857,200,5,34.06010137582844
11.421052631578947,58.315789473684205,905,200,5,19.226952839146406
11.421052631578947,58.315789473684205,952,200,5,20.947647412492465
11.421052631578947,58.315789473684205,1000,200,5,24.586123014390214
16.63157894736842,58.315789473684205,100,200,5,3.5707528363463443
16.63157894736842,58.315789473684205,147,200,5,11.039691429838454
16.63157894736842,58.315789473684205,194,200,5,7.804429421530236
16.63157894736842,58.315789473684205,242,200,5,11.747180244877313
16.63157894736842,58.315789473684205,289,200,5,12.946425178548083
16.63157894736842,58.315789473684205,336,200,5,16.175484588844977
16.63157894736842,58.315789473684205,384,200,5,20.660872283063828
16.63157894736842,58.315789473684205,431,200,5,16.377937629958414
16.63157894736842,58.315789473684205,478,200,5,18.92823223287599
16.63157894736842,58.315789473684205,526,200,5,17.12282940160206
16.63157894736842,58.315789473684205,573,200,5,20.377579595264447
16.63157894736842,58.315789473684205,621,200,5,17.298890828344053
16.63157894736842,58.315789473684205,668,200,5,26.0776894185533
16.63157894736842,58.315789473684205,715,200,5,18.578011108642354
16.63157894736842,58.315789473684205,763,200,5,27.86710369544635
16.63157894736842,58.315789473684205,810,200,5,26.19474659633665
16.63157894736842,58.315789473684205,857,200,5,20.984926265768504
16.63157894736842,58.315789473684205,905,200,5,21.17885797630098
16.63157894736842,58.315789473684205,952,200,5,20.81679018146341
16.63157894736842,58.315789473684205,1000,200,5,21.151841005990107
21.842105263157894,58.315789473684205,100,200,5,3.6432613503581566
21.842105263157894,58.315789473684205,147,200,5,30.259691785666288
21.842105263157894,58.315789473684205,194,200,5,14.481025315657075
21.842105263157894,58.315789473684205,242,200,5,11.595903031162385
21.842105263157894,58.315789473684205,289,200,5,15.237709476375711
21.842105263157894,58.315789473684205,336,200,5,14.83351300081443
21.842105263157894,58.315789473684205,384,200,5,12.112350397854563
21.842105263157894,58.315789473684205,431,200,5,16.54227549731838
21.842105263157894,58.315789473684205,478,200,5,19.984257563209287
21.842105263157894,58.315789473684205,526,200,5,22.030031524552406
21.842105263157894,58.315789473684205,573,200,5,12.436296960909358
21.842105263157894,58.315789473684205,621,200,5,19.983521316679038
21.842105263157894,58.315789473684205,668,200,5,18.086980709769858
21.842105263157894,58.315789473684205,715,200,5,23.848887347770344
21.842105263157894,58.315789473684205,763,200,5,23.69521846311741
21.842105263157894,58.315789473684205,810,200,5,23.39422136228836
21.842105263157894,58.315789473684205,857,200,5,28.957084629611124
21.842105263157894,58.315789473684205,905,200,5,22.218388008550466
21.842105263157894,58.315789473684205,952,200,5,19.400756812890254
21.842105263157894,58.315789473684205,1000,200,5,18.53781623160164
27.052631578947366,58.315789473684205,100,200,5,2.943470120576666
27.052631578947366,58.315789473684205,147,200,5,10.512341732316543
27.052631578947366,58.315789473684205,194,200,5,14.143140947639727
27.052631578947366,58.315789473684205,242,200,5,15.853803149738821
27.052631578947366,58.315789473684205,289,200,5,17.773357799388627
27.052631578947366,58.315789473684205,336,200,5,19.983530663675847
27.052631578947366,58.315789473684205,384,200,5,16.058842880630053
27.052631578947366,58.315789473684205,431,200,5,22.109854611664886
27.052631578947366,58.315789473684205,478,200,5,15.03376268705952
27.052631578947366,58.315789473684205,526,200,5,21.694311937189354
27.052631578947366,58.315789473684205,573,200,5,17.27885220263753
27.052631578947366,58.315789473684205,621,200,5,31.657111586615308
27.052631578947366,58.315789473684205,668,200,5,20.168715058731646
27.052631578947366,58.315789473684205,715,200,5,16.847848418906015
27.052631578947366,58.315789473684205,763,200,5,27.933244729599778
27.052631578947366,58.315789473684205,810,200,5,18.849147366735007
27.052631578947366,58.315789473684205,857,200,5,19.185949087460035
27.052631578947366,58.315789473684205,905,200,5,26.57387214536042
27.052631578947366,58.315789473684205,952,200,5,20.330602966671613
27.052631578947366,58.315789473684205,1000,200,5,18.258529409766393
32.26315789473684,58.315789473684205,100,200,5,3.6503764432771275
32.26315789473684,58.315789473684205,147,200,5,61.457787217980766
32.26315789473684,58.315789473684205,194,200,5,15.13758748388181
32.26315789473684,58.315789473684205,242,200,5,10.853750716017037
32.26315789473684,58.315789473684205,289,200,5,21.32666065956893
32.26315789473684,58.315789473684205,336,200,5,18.007019905312895
32.26315789473684,58.315789473684205,384,200,5,15.88951669832599
32.26315789473684,58.315789473684205,431,200,5,25.222639047755177
32.26315789473684,58.315789473684205,478,200,5,14.680630211808245
32.26315789473684,58.315789473684205,526,200,5,15.459744694065622
32.26315789473684,58.315789473684205,573,200,5,15.291192232845441
32.26315789473684,58.315789473684205,621,200,5,15.524349834065582
32.26315789473684,58.315789473684205,668,200,5,25.452147325600656
32.26315789473684,58.315789473684205,715,200,5,22.109002112691023
32.26315789473684,58.315789473684205,763,200,5,18.08766111108547
32.26315789473684,58.315789473684205,810,200,5,24.68652755886575
32.26315789473684,58.315789473684205,857,200,5,23.902656606557937
32.26315789473684,58.315789473684205,905,200,5,26.50882658250899
32.26315789473684,58.315789473684205,952,200,5,19.561238181940254
32.26315789473684,58.315789473684205,1000,200,5,17.303945597150516
37.473684210526315,58.315789473684205,100,200,5,7.688360011682578
37.473684210526315,58.315789473684205,147,200,5,15.889928448767796
37.473684210526315,58.315789473684205,194,200,5,9.721571661841557
37.473684210526315,58.315789473684205,242,200,5,12.1889929978214
37.473684210526315,58.315789473684205,289,200,5,18.595972542169363
37.473684210526315,58.315789473684205,336,200,5,17.113577560382687
37.473684210526315,58.315789473684205,384,200,5,16.92181204264792
37.473684210526315,58.315789473684205,431,200,5,23.997361191981568
37.473684210526315,58.315789473684205,478,200,5,22.540940677870783
37.473684210526315,58.315789473684205,526,200,5,17.98672201136922
37.473684210526315,58.315789473684205,573,200,5,23.907464003198662
37.473684210526315,58.315789473684205,621,200,5,16.604898386856327
37.473684210526315,58.315789473684205,668,200,5,24.502034884765543
37.473684210526315,58.315789473684205,715,200,5,22.367010121913147
37.473684210526315,58.315789473684205,763,200,5,13.880598424681862
37.473684210526315,58.315789473684205,810,200,5,24.372927013715252
37.473684210526315,58.315789473684205,857,200,5,18.02274388738483
37.473684210526315,58.315789473684205,905,200,5,19.05110396572888
37.473684210526315,58.315789473684205,952,200,5,24.719747288355286
37.473684210526315,58.315789473684205,1000,200,5,22.097558081699148
42.68421052631579,58.315789473684205,100,200,5,4.432312132735177
42.68421052631579,58.315789473684205,147,200,5,11.153885503889633
42.68421052631579,58.315789473684205,194,200,5,12.151639188796748
42.68421052631579,58.315789473684205,242,200,5,15.521460455861002
42.68421052631579,58.315789473684205,289,200,5,16.7186061073149
42.68421052631579,58.315789473684205,336,200,5,18.251963918606652
42.68421052631579,58.315789473684205,384,200,5,21.927266637932696
42.68421052631579,58.315789473684205,431,200,5,20.363676400893098
42.68421052631579,58.315789473684205,478,200,5,20.429379480447814
42.68421052631579,58.315789473684205,526,200,5,25.6965105069197
42.68421052631579,58.315789473684205,573,200,5,23.42391917269615
42.68421052631579,58.315789473684205,621,200,5,26.427030148617778
42.68421052631579,58.315789473684205,668,200,5,28.303157497209806
42.68421052631579,58.315789473684205,715,200,5,21.697511584192533
42.68421052631579,58.315789473684205,763,200,5,20.338680941258367
42.68421052631579,58.315789473684205,810,200,5,19.222559611544412
42.68421052631579,58.315789473684205,857,200,5,25.601581810544292
42.68421052631579,58.315789473684205,905,200,5,13.260208765067025
42.68421052631579,58.315789473684205,952,200,5,29.023903511884516
42.68421052631579,58.315789473684205,1000,200,5,25.53672505374302
47.89473684210526,58.315789473684205,100,200,5,2.801810243359702
47.89473684210526,58.315789473684205,147,200,5,14.088364275341608
