λ,μ,p,n,MSE
27.052631578947366,84.36842105263158,668,200,5,18.973265369382826
27.052631578947366,84.36842105263158,715,200,5,22.48976056703013
27.052631578947366,84.36842105263158,763,200,5,21.196245612908935
27.052631578947366,84.36842105263158,810,200,5,16.26710646352718
27.052631578947366,84.36842105263158,857,200,5,28.342355610681395
27.052631578947366,84.36842105263158,905,200,5,22.44538643454377
27.052631578947366,84.36842105263158,952,200,5,25.06337372952106
27.052631578947366,84.36842105263158,1000,200,5,23.447601310368054
32.26315789473684,84.36842105263158,100,200,5,3.6546994142603944
32.26315789473684,84.36842105263158,147,200,5,54.9961243603022
32.26315789473684,84.36842105263158,194,200,5,12.79596096125156
32.26315789473684,84.36842105263158,242,200,5,15.198555946814558
32.26315789473684,84.36842105263158,289,200,5,15.70733668325526
32.26315789473684,84.36842105263158,336,200,5,13.110939502105913
32.26315789473684,84.36842105263158,384,200,5,21.3960579485656
32.26315789473684,84.36842105263158,431,200,5,19.13846541181471
32.26315789473684,84.36842105263158,478,200,5,25.50985170936679
32.26315789473684,84.36842105263158,526,200,5,13.172870118013066
32.26315789473684,84.36842105263158,573,200,5,26.756113168086042
32.26315789473684,84.36842105263158,621,200,5,18.503726949298514
32.26315789473684,84.36842105263158,668,200,5,23.174276258047364
32.26315789473684,84.36842105263158,715,200,5,20.609807075414377
32.26315789473684,84.36842105263158,763,200,5,19.310941692260744
32.26315789473684,84.36842105263158,810,200,5,21.906240216599425
32.26315789473684,84.36842105263158,857,200,5,25.04863882628083
32.26315789473684,84.36842105263158,905,200,5,23.020232577664668
32.26315789473684,84.36842105263158,952,200,5,21.314253460621636
32.26315789473684,84.36842105263158,1000,200,5,18.585512883747423
37.473684210526315,84.36842105263158,100,200,5,4.440464526497889
37.473684210526315,84.36842105263158,147,200,5,35.19071174499801
37.473684210526315,84.36842105263158,194,200,5,8.012874387688168
37.473684210526315,84.36842105263158,242,200,5,12.824342822094716
37.473684210526315,84.36842105263158,289,200,5,14.716976759438104
37.473684210526315,84.36842105263158,336,200,5,18.735463873525166
37.473684210526315,84.36842105263158,384,200,5,19.87955705162797
37.473684210526315,84.36842105263158,431,200,5,13.525843207049993
37.473684210526315,84.36842105263158,478,200,5,16.62232667796598
37.473684210526315,84.36842105263158,526,200,5,14.22603478082195
37.473684210526315,84.36842105263158,573,200,5,17.563301383130742
37.473684210526315,84.36842105263158,621,200,5,29.31767698992404
37.473684210526315,84.36842105263158,668,200,5,22.921643495268892
37.473684210526315,84.36842105263158,715,200,5,19.209970900205345
37.473684210526315,84.36842105263158,763,200,5,24.499626279282214
37.473684210526315,84.36842105263158,810,200,5,24.740329218857458
37.473684210526315,84.36842105263158,857,200,5,19.062213361876182
37.473684210526315,84.36842105263158,905,200,5,21.43105912038761
37.473684210526315,84.36842105263158,952,200,5,26.389044755865946
37.473684210526315,84.36842105263158,1000,200,5,20.31363755772562
42.68421052631579,84.36842105263158,100,200,5,3.9571802321965492
42.68421052631579,84.36842105263158,147,200,5,18.042097519033078
42.68421052631579,84.36842105263158,194,200,5,8.757818485547274
42.68421052631579,84.36842105263158,242,200,5,18.152677651205565
42.68421052631579,84.36842105263158,289,200,5,11.101858694632565
42.68421052631579,84.36842105263158,336,200,5,16.93864932258402
42.68421052631579,84.36842105263158,384,200,5,16.078956117540574
42.68421052631579,84.36842105263158,431,200,5,18.544417538689284
42.68421052631579,84.36842105263158,478,200,5,25.550107233232445
42.68421052631579,84.36842105263158,526,200,5,24.40017644753547
42.68421052631579,84.36842105263158,573,200,5,21.266097706920327
42.68421052631579,84.36842105263158,621,200,5,18.70393427764958
42.68421052631579,84.36842105263158,668,200,5,19.684596170739795
42.68421052631579,84.36842105263158,715,200,5,21.841170342637277
42.68421052631579,84.36842105263158,763,200,5,22.17092276894648
42.68421052631579,84.36842105263158,810,200,5,24.387939544928365
42.68421052631579,84.36842105263158,857,200,5,18.887137205735712
42.68421052631579,84.36842105263158,905,200,5,28.129985462994128
42.68421052631579,84.36842105263158,952,200,5,19.2906778500722
42.68421052631579,84.36842105263158,1000,200,5,28.837428432019244
47.89473684210526,84.36842105263158,100,200,5,3.672807018263212
47.89473684210526,84.36842105263158,147,200,5,13.409512394714367
47.89473684210526,84.36842105263158,194,200,5,9.328424688770996
47.89473684210526,84.36842105263158,242,200,5,11.573465144666843
47.89473684210526,84.36842105263158,289,200,5,14.502396388814637
47.89473684210526,84.36842105263158,336,200,5,18.753921634653615
47.89473684210526,84.36842105263158,384,200,5,14.70763572771062
47.89473684210526,84.36842105263158,431,200,5,21.358098531983956
47.89473684210526,84.36842105263158,478,200,5,21.116858621559185
47.89473684210526,84.36842105263158,526,200,5,21.99701474646158
47.89473684210526,84.36842105263158,573,200,5,22.143212721215658
47.89473684210526,84.36842105263158,621,200,5,19.32363771638916
47.89473684210526,84.36842105263158,668,200,5,26.095449476051567
47.89473684210526,84.36842105263158,715,200,5,22.05094108881972
47.89473684210526,84.36842105263158,763,200,5,23.04756055159753
47.89473684210526,84.36842105263158,810,200,5,24.876031620708506
47.89473684210526,84.36842105263158,857,200,5,19.174175712240583
47.89473684210526,84.36842105263158,905,200,5,22.84337352730351
47.89473684210526,84.36842105263158,952,200,5,24.379163155443948
47.89473684210526,84.36842105263158,1000,200,5,25.178883460072907
53.10526315789473,84.36842105263158,100,200,5,3.6104026055837948
53.10526315789473,84.36842105263158,147,200,5,20.491917982370225
53.10526315789473,84.36842105263158,194,200,5,10.628148701782788
53.10526315789473,84.36842105263158,242,200,5,8.545263538692378
53.10526315789473,84.36842105263158,289,200,5,11.771206008366203
53.10526315789473,84.36842105263158,336,200,5,18.659002328323172
53.10526315789473,84.36842105263158,384,200,5,15.19637177640805
53.10526315789473,84.36842105263158,431,200,5,13.390956059968241
53.10526315789473,84.36842105263158,478,200,5,16.801893470774427
53.10526315789473,84.36842105263158,526,200,5,17.40989653843008
53.10526315789473,84.36842105263158,573,200,5,20.32463029877292
53.10526315789473,84.36842105263158,621,200,5,20.020596157004128
53.10526315789473,84.36842105263158,668,200,5,24.69639549473552
53.10526315789473,84.36842105263158,715,200,5,21.46062978381652
53.10526315789473,84.36842105263158,763,200,5,23.661434727190738
53.10526315789473,84.36842105263158,810,200,5,21.864957603897583
53.10526315789473,84.36842105263158,857,200,5,18.720656055093162
53.10526315789473,84.36842105263158,905,200,5,21.054522434294906
53.10526315789473,84.36842105263158,952,200,5,22.096527869743454
53.10526315789473,84.36842105263158,1000,200,5,22.776895286826466
58.315789473684205,84.36842105263158,100,200,5,3.014365953135813
58.315789473684205,84.36842105263158,147,200,5,22.795476276392076
58.315789473684205,84.36842105263158,194,200,5,10.029495611396497
58.315789473684205,84.36842105263158,242,200,5,15.889341430349075
58.315789473684205,84.36842105263158,289,200,5,16.001443756243233
58.315789473684205,84.36842105263158,336,200,5,17.383634978767365
58.315789473684205,84.36842105263158,384,200,5,16.682563782945884
58.315789473684205,84.36842105263158,431,200,5,24.18141439347155
58.315789473684205,84.36842105263158,478,200,5,20.071062873058818
58.315789473684205,84.36842105263158,526,200,5,23.69292332093796
58.315789473684205,84.36842105263158,573,200,5,14.850132621120432
58.315789473684205,84.36842105263158,621,200,5,22.018504361119685
58.315789473684205,84.36842105263158,668,200,5,18.246549353465408
58.315789473684205,84.36842105263158,715,200,5,30.843593392248774
58.315789473684205,84.36842105263158,763,200,5,26.27008596142069
58.315789473684205,84.36842105263158,810,200,5,32.824036096906845
58.315789473684205,84.36842105263158,857,200,5,20.055202210599756
58.315789473684205,84.36842105263158,905,200,5,24.227535549501166
58.315789473684205,84.36842105263158,952,200,5,22.32764235207278
58.315789473684205,84.36842105263158,1000,200,5,19.9084308378933
63.526315789473685,84.36842105263158,100,200,5,3.3943391446564766
63.526315789473685,84.36842105263158,147,200,5,56.82184246033514
63.526315789473685,84.36842105263158,194,200,5,10.998292046979047
63.526315789473685,84.36842105263158,242,200,5,17.18710911167916
63.526315789473685,84.36842105263158,289,200,5,12.515333020987669
63.526315789473685,84.36842105263158,336,200,5,18.719343149968346
63.526315789473685,84.36842105263158,384,200,5,16.672347336525053
63.526315789473685,84.36842105263158,431,200,5,24.694175168892865
63.526315789473685,84.36842105263158,478,200,5,19.717865317904852
63.526315789473685,84.36842105263158,526,200,5,18.095751271928336
63.526315789473685,84.36842105263158,573,200,5,18.39578005997491
63.526315789473685,84.36842105263158,621,200,5,16.99893259577626
63.526315789473685,84.36842105263158,668,200,5,20.322725426854092
63.526315789473685,84.36842105263158,715,200,5,24.110120736825444
63.526315789473685,84.36842105263158,763,200,5,22.04569966619734
63.526315789473685,84.36842105263158,810,200,5,24.227445811496487
63.526315789473685,84.36842105263158,857,200,5,20.704324428393484
63.526315789473685,84.36842105263158,905,200,5,18.244114466578484
63.526315789473685,84.36842105263158,952,200,5,18.618642489483957
63.526315789473685,84.36842105263158,1000,200,5,32.24233489525958
68.73684210526315,84.36842105263158,100,200,5,4.110939643201555
68.73684210526315,84.36842105263158,147,200,5,31.576275022305477
68.73684210526315,84.36842105263158,194,200,5,14.891322158021381
68.73684210526315,84.36842105263158,242,200,5,15.201388854084644
68.73684210526315,84.36842105263158,289,200,5,10.062422667665002
68.73684210526315,84.36842105263158,336,200,5,15.28725781117095
68.73684210526315,84.36842105263158,384,200,5,14.495789999923264
68.73684210526315,84.36842105263158,431,200,5,14.348885605264334
68.73684210526315,84.36842105263158,478,200,5,21.030105495188295
68.73684210526315,84.36842105263158,526,200,5,14.341999854222673
68.73684210526315,84.36842105263158,573,200,5,17.07943003968684
68.73684210526315,84.36842105263158,621,200,5,21.634120397544013
68.73684210526315,84.36842105263158,668,200,5,17.16450043783219
68.73684210526315,84.36842105263158,715,200,5,30.24166159301782
68.73684210526315,84.36842105263158,763,200,5,23.484461268658517
68.73684210526315,84.36842105263158,810,200,5,21.926884630764597
68.73684210526315,84.36842105263158,857,200,5,28.904494476380524
68.73684210526315,84.36842105263158,905,200,5,30.32818166196874
68.73684210526315,84.36842105263158,952,200,5,24.67148578395896
68.73684210526315,84.36842105263158,1000,200,5,29.44648494685953
73.94736842105263,84.36842105263158,100,200,5,3.686680931765578
73.94736842105263,84.36842105263158,147,200,5,25.375001366142236
73.94736842105263,84.36842105263158,194,200,5,7.212477426868503
73.94736842105263,84.36842105263158,242,200,5,12.51917528858972
73.94736842105263,84.36842105263158,289,200,5,13.925024827349946
73.94736842105263,84.36842105263158,336,200,5,17.491785667299204
73.94736842105263,84.36842105263158,384,200,5,16.45465373195321
73.94736842105263,84.36842105263158,431,200,5,16.041366691353264
73.94736842105263,84.36842105263158,478,200,5,22.33770966403764
73.94736842105263,84.36842105263158,526,200,5,16.879183517991127
73.94736842105263,84.36842105263158,573,200,5,16.69113456436724
73.94736842105263,84.36842105263158,621,200,5,24.67955350275445
73.94736842105263,84.36842105263158,668,200,5,20.704633143436478
73.94736842105263,84.36842105263158,715,200,5,25.681473499371712
73.94736842105263,84.36842105263158,763,200,5,18.779065948470077
73.94736842105263,84.36842105263158,810,200,5,20.148294279623336
73.94736842105263,84.36842105263158,857,200,5,27.142177225811597
73.94736842105263,84.36842105263158,905,200,5,19.855232084800257
73.94736842105263,84.36842105263158,952,200,5,31.358116881327142
73.94736842105263,84.36842105263158,1000,200,5,26.64415245252169
79.1578947368421,84.36842105263158,100,200,5,5.536308748458948
79.1578947368421,84.36842105263158,147,200,5,20.477649351966416
79.1578947368421,84.36842105263158,194,200,5,13.807888159370291
79.1578947368421,84.36842105263158,242,200,5,8.108394096102913
79.1578947368421,84.36842105263158,289,200,5,11.8647345828278
79.1578947368421,84.36842105263158,336,200,5,15.64036930686574
79.1578947368421,84.36842105263158,384,200,5,17.3783743369214
79.1578947368421,84.36842105263158,431,200,5,16.490755807124327
79.1578947368421,84.36842105263158,478,200,5,22.804255404970682
79.1578947368421,84.36842105263158,526,200,5,18.773668008332457
79.1578947368421,84.36842105263158,573,200,5,24.344658311207876
79.1578947368421,84.36842105263158,621,200,5,16.131991674000673
79.1578947368421,84.36842105263158,668,200,5,25.125098638837823
79.1578947368421,84.36842105263158,715,200,5,20.94055726275437
79.1578947368421,84.36842105263158,763,200,5,15.894629939539469
79.1578947368421,84.36842105263158,810,200,5,22.740833736684657
79.1578947368421,84.36842105263158,857,200,5,25.205157243437796
79.1578947368421,84.36842105263158,905,200,5,25.557624190596396
79.1578947368421,84.36842105263158,952,200,5,29.821589229358736
79.1578947368421,84.36842105263158,1000,200,5,27.07049267883823
84.36842105263158,84.36842105263158,100,200,5,5.015715592742064
84.36842105263158,84.36842105263158,147,200,5,19.547031596498975
84.36842105263158,84.36842105263158,194,200,5,10.163547913747907
84.36842105263158,84.36842105263158,242,200,5,13.95499368642043
84.36842105263158,84.36842105263158,289,200,5,18.18531545756049
84.36842105263158,84.36842105263158,336,200,5,16.102313770887815
84.36842105263158,84.36842105263158,384,200,5,12.198133527606265
84.36842105263158,84.36842105263158,431,200,5,16.242848879123006
84.36842105263158,84.36842105263158,478,200,5,15.964579223300223
84.36842105263158,84.36842105263158,526,200,5,21.247140897257477
84.36842105263158,84.36842105263158,573,200,5,27.15234110315864
84.36842105263158,84.36842105263158,621,200,5,19.459000239604
84.36842105263158,84.36842105263158,668,200,5,29.26723712615417
84.36842105263158,84.36842105263158,715,200,5,20.72328900244763
84.36842105263158,84.36842105263158,763,200,5,19.44525834216291
84.36842105263158,84.36842105263158,810,200,5,22.996191976212593
84.36842105263158,84.36842105263158,857,200,5,20.96729575782007
84.36842105263158,84.36842105263158,905,200,5,16.757510968826896
84.36842105263158,84.36842105263158,952,200,5,18.110238037203413
