λ,μ,p,n,snr,MSE,null_risk
1.0,200.0,116.0,200.0,5.0,2.4769465193561135,0.0008960071239153148
1.0,200.0,126.0,200.0,5.0,2.7154308764958683,0.016266327220795154
1.0,200.0,136.0,200.0,5.0,3.2302769075409103,0.00938467150629707
1.0,200.0,147.0,200.0,5.0,3.636521545828371,0.0032366303670670225
1.0,200.0,158.0,200.0,5.0,4.093645753006572,-0.00017196183075028848
1.0,200.0,171.0,200.0,5.0,5.8663278649495245,0.0017873232384861563
1.0,200.0,185.0,200.0,5.0,14.26702225623136,0.0014490257873548357
1.0,200.0,200.0,200.0,5.0,54.019727732959865,-0.0035286658514831594
1.0,200.0,216.0,200.0,5.0,8.473297033489466,-0.005814794137851346
1.0,200.0,234.0,200.0,5.0,6.993492957314015,0.0018713215533565973
1.0,200.0,254.0,200.0,5.0,5.444515176426715,0.005315117098700172
1.0,200.0,275.0,200.0,5.0,4.7314294042399725,0.00021014406352819594
1.0,200.0,297.0,200.0,5.0,4.5433518952114404,-0.001307225426082695
1.0,200.0,322.0,200.0,5.0,4.382513176402365,-0.013810116655075366
1.0,200.0,348.0,200.0,5.0,4.197822028912449,-0.017082397768435762
1.0,200.0,377.0,200.0,5.0,4.180733829206346,-0.02847653728514132
1.0,200.0,408.0,200.0,5.0,4.070763102553877,-0.023868274684517576
1.0,200.0,442.0,200.0,5.0,4.186299839800369,-0.019622892402181125
1.0,200.0,479.0,200.0,5.0,4.398429480034993,-0.016161760223481644
1.0,200.0,518.0,200.0,5.0,4.512401929142113,-0.01747254426743831
1.0,200.0,561.0,200.0,5.0,4.5119442397510126,-0.0037885356193840735
1.0,200.0,608.0,200.0,5.0,4.667650496054157,-0.002129879150782658
1.0,200.0,658.0,200.0,5.0,4.834030055951501,-0.006329664168343303
1.0,200.0,712.0,200.0,5.0,4.887452996969168,-0.007241511548961402
1.0,200.0,771.0,200.0,5.0,4.910433466937396,-0.0007390451763391939
1.0,200.0,835.0,200.0,5.0,5.015263456523525,-0.008294727990163328
1.0,200.0,904.0,200.0,5.0,5.073688376606083,-0.005511522312501343
1.0,200.0,979.0,200.0,5.0,5.1278115840960075,-0.001533367008408098
1.0,200.0,1059.0,200.0,5.0,5.190320289815197,-0.0038950179490885653
1.0,200.0,1147.0,200.0,5.0,5.167586956847292,-0.006264968488515364
1.0,200.0,1242.0,200.0,5.0,5.252330231685993,0.005090283830922615
1.0,200.0,1344.0,200.0,5.0,5.370980297462353,0.00573076167157341
1.0,200.0,1455.0,200.0,5.0,5.407646948207198,0.003030146513522422
1.0,200.0,1576.0,200.0,5.0,5.4564952147457895,0.010182185143718023
1.0,200.0,1706.0,200.0,5.0,5.504170237263882,0.0024879105594972986
1.0,200.0,1847.0,200.0,5.0,5.584933249620676,-0.004956223105219845
1.0,200.0,2000.0,200.0,5.0,5.6295457237755056,-0.0139597144522026
1.0,500.0,20.0,200.0,1.0,1.0989053349028752,-0.023774203941805985
1.0,500.0,21.0,200.0,1.0,1.1075339302690652,-0.02330630902574949
1.0,500.0,23.0,200.0,1.0,1.1405980920671361,-0.018106264525432146
1.0,500.0,25.0,200.0,1.0,1.2194243500000173,-0.02259096400915213
1.0,500.0,27.0,200.0,1.0,1.2493680380449956,-0.015714389671327756
1.0,500.0,29.0,200.0,1.0,1.3126240208115127,-0.013219486773201186
1.0,500.0,31.0,200.0,1.0,1.3256028497537466,-0.012524907668582053
1.0,500.0,34.0,200.0,1.0,1.3245126747536589,-0.014946245658076736
1.0,500.0,36.0,200.0,1.0,1.3287655348289746,-0.010092222949304903
1.0,500.0,39.0,200.0,1.0,1.3694349478973729,-0.009142089433725952
1.0,500.0,43.0,200.0,1.0,1.3671248025548053,-0.004678153940415304
1.0,500.0,46.0,200.0,1.0,1.3855667080951488,-0.0016415701604686336
1.0,500.0,50.0,200.0,1.0,1.4063678794805334,-0.004559289125573333
1.0,500.0,54.0,200.0,1.0,1.4323317453128348,-0.01045440208186522
1.0,500.0,58.0,200.0,1.0,1.4289375112727103,-0.0046445322951863205
1.0,500.0,63.0,200.0,1.0,1.4697476542829313,-0.003875273912011999
1.0,500.0,68.0,200.0,1.0,1.5178518109434616,0.003589698713104862
1.0,500.0,73.0,200.0,1.0,1.6217017134924518,0.0016519769594458662
1.0,500.0,79.0,200.0,1.0,1.6629723494316386,0.002633852916606694
1.0,500.0,85.0,200.0,1.0,1.7157556713166042,0.003323497286956512
1.0,500.0,92.0,200.0,1.0,1.765252789378912,-0.0012203158130559132
1.0,500.0,100.0,200.0,1.0,1.7789895361846018,0.0011727379935137928
1.0,500.0,108.0,200.0,1.0,2.0375898523062226,-0.005464280259689707
1.0,500.0,116.0,200.0,1.0,2.468403391086548,-0.005722019841115738
1.0,500.0,126.0,200.0,1.0,2.7059595534059446,0.003310649974878551
1.0,500.0,136.0,200.0,1.0,3.2116463989495982,0.0005384072591152153
1.0,500.0,147.0,200.0,1.0,3.6120182640023013,-0.0016482650318693421
1.0,500.0,158.0,200.0,1.0,4.075187981201752,-0.005515154446146204
1.0,500.0,171.0,200.0,1.0,5.8574264135931156,-0.007570208529721468
1.0,500.0,185.0,200.0,1.0,14.266016140600415,-0.0056017355742445755
1.0,500.0,200.0,200.0,1.0,53.423768727142935,-0.006370144861814369
1.0,500.0,216.0,200.0,1.0,8.254022474614851,-0.007790906503730976
1.0,500.0,234.0,200.0,1.0,6.420695380669659,1.998043763376022e-06
1.0,500.0,254.0,200.0,1.0,4.4521405065957325,-0.0004262351174142676
1.0,500.0,275.0,200.0,1.0,3.524843533559871,-0.007999617691776963
1.0,500.0,297.0,200.0,1.0,3.222505956636515,-0.0066043163990576635
1.0,500.0,322.0,200.0,1.0,2.8655459049091885,-0.014057756973098795
1.0,500.0,348.0,200.0,1.0,2.6188148621786356,-0.015037317970010327
1.0,500.0,377.0,200.0,1.0,2.48104566916339,-0.021174163438382135
1.0,500.0,408.0,200.0,1.0,2.2457093295687844,-0.01612798588128873
1.0,500.0,442.0,200.0,1.0,2.1612639282109516,-0.013423642652896793
1.0,500.0,479.0,200.0,1.0,2.143054182254029,-0.011003419256643453
1.0,500.0,518.0,200.0,1.0,2.103821927083787,-0.012834394010201427
1.0,500.0,561.0,200.0,1.0,2.073860270043584,-0.0041732548240581814
1.0,500.0,608.0,200.0,1.0,2.0789288148044767,-0.004381138399106433
1.0,500.0,658.0,200.0,1.0,2.0854184134956695,-0.00652267167618493
1.0,500.0,712.0,200.0,1.0,2.063762435827503,-0.006340192328950454
1.0,500.0,771.0,200.0,1.0,2.0420172102396243,-0.006101633606706394
1.0,500.0,835.0,200.0,1.0,2.033682752964861,-0.012865980611385351
1.0,500.0,904.0,200.0,1.0,2.0227185881391323,-0.009217130376689198
1.0,500.0,979.0,200.0,1.0,2.009522951838904,-0.006765093576794328
1.0,500.0,1059.0,200.0,1.0,1.998455843165483,-0.00923946799941228
1.0,500.0,1147.0,200.0,1.0,1.97609528969821,-0.01082831395512518
1.0,500.0,1242.0,200.0,1.0,1.9861483485462188,-0.0037404679419108483
1.0,500.0,1344.0,200.0,1.0,2.001518433740874,-0.005725900074330906
1.0,500.0,1455.0,200.0,1.0,1.9946505684545828,-0.0031110188927085383
1.0,500.0,1576.0,200.0,1.0,1.9950172286579337,-0.0007332165573935388
1.0,500.0,1706.0,200.0,1.0,1.997038556795605,-0.0036301045778295783
1.0,500.0,1847.0,200.0,1.0,2.006057294518664,-0.00633491965057427
1.0,500.0,2000.0,200.0,1.0,2.013394626343,-0.012440264730242402
1.0,500.0,20.0,200.0,2.333333333333333,1.0989053349028741,-0.03471252109041541
1.0,500.0,21.0,200.0,2.333333333333333,1.107533930269068,-0.03398381690710404
1.0,500.0,23.0,200.0,2.333333333333333,1.1405980920671395,-0.025906327380201405
1.0,500.0,25.0,200.0,2.333333333333333,1.2194243500000135,-0.03287033276810022
1.0,500.0,27.0,200.0,2.333333333333333,1.2493680380449952,-0.02220411090872987
1.0,500.0,29.0,200.0,2.333333333333333,1.3126240208115159,-0.018351457229132024
1.0,500.0,31.0,200.0,2.333333333333333,1.3256028497537384,-0.017280539976015957
1.0,500.0,34.0,200.0,2.333333333333333,1.3245126747536484,-0.02101694679697159
1.0,500.0,36.0,200.0,2.333333333333333,1.3287655348289749,-0.013535530640314337
1.0,500.0,39.0,200.0,2.333333333333333,1.3694349478974024,-0.012075293966165869
1.0,500.0,43.0,200.0,2.333333333333333,1.367124802554852,-0.005233496283480487
1.0,500.0,46.0,200.0,2.333333333333333,1.3855667080951921,-0.0005973058605740491
1.0,500.0,50.0,200.0,2.333333333333333,1.40636787948054,-0.005051740581441607
1.0,500.0,54.0,200.0,2.333333333333333,1.4323317453128201,-0.014092518722463887
1.0,500.0,58.0,200.0,2.333333333333333,1.4289375112726554,-0.005182083300293151
1.0,500.0,63.0,200.0,2.333333333333333,1.4697476542829546,-0.004006250012315212
1.0,500.0,68.0,200.0,2.333333333333333,1.5178518109434784,0.007354765838616016
1.0,500.0,73.0,200.0,2.333333333333333,1.6217017134924931,0.004414445161093335
1.0,500.0,79.0,200.0,2.333333333333333,1.662972349431584,0.005905128624682564
1.0,500.0,85.0,200.0,2.333333333333333,1.7157556713165625,0.00695119623804955
1.0,500.0,92.0,200.0,2.333333333333333,1.7652527893790444,4.4691502722809626e-05
1.0,500.0,100.0,200.0,2.333333333333333,1.7789895361845705,0.0036862902760401673
1.0,500.0,108.0,200.0,2.333333333333333,2.037589852306142,-0.006436119676584047
1.0,500.0,116.0,200.0,2.333333333333333,2.468403391086738,-0.006830623714668672
1.0,500.0,126.0,200.0,2.333333333333333,2.705959553406167,0.006931716345083195
1.0,500.0,136.0,200.0,2.333333333333333,3.21164639895,0.002721912023850979
1.0,500.0,147.0,200.0,2.333333333333333,3.612018264002954,-0.0006075112403403145
1.0,500.0,158.0,200.0,2.333333333333333,4.0751879812006315,-0.006513980988712591
1.0,500.0,171.0,200.0,2.333333333333333,5.85742641359772,-0.009662561615319738
1.0,500.0,185.0,200.0,2.333333333333333,14.26601614058687,-0.006646499978383563
1.0,500.0,200.0,200.0,2.333333333333333,53.423768725102875,-0.007823123838471537
1.0,500.0,216.0,200.0,2.333333333333333,8.335859752441634,-0.010001087648150747
1.0,500.0,234.0,200.0,2.333333333333333,6.6145810583930915,0.001905893211458945
1.0,500.0,254.0,200.0,2.333333333333333,4.785570834430681,0.0012541031349328948
1.0,500.0,275.0,200.0,2.333333333333333,3.9272024555287253,-0.010321296760314512
1.0,500.0,297.0,200.0,2.333333333333333,3.660776281283363,-0.00818188181839335
1.0,500.0,322.0,200.0,2.333333333333333,3.365856777625622,-0.01964488562461544
1.0,500.0,348.0,200.0,2.333333333333333,3.1412063784558826,-0.021157652964915244
1.0,500.0,377.0,200.0,2.333333333333333,3.0433814740924916,-0.030667140601732878
1.0,500.0,408.0,200.0,2.333333333333333,2.8507253622736375,-0.02284368479923558
1.0,500.0,442.0,200.0,2.333333333333333,2.8324976485727835,-0.018666367201129325
1.0,500.0,479.0,200.0,2.333333333333333,2.890841572042596,-0.014937223005685223
1.0,500.0,518.0,200.0,2.333333333333333,2.902780979734386,-0.01775762306530807
1.0,500.0,561.0,200.0,2.333333333333333,2.883023097075354,-0.00446161115439879
1.0,500.0,608.0,200.0,2.333333333333333,2.9401610452517195,-0.004779372837118242
1.0,500.0,658.0,200.0,2.333333333333333,3.000985949440498,-0.008056789872351712
1.0,500.0,712.0,200.0,2.333333333333333,3.004545942663544,-0.007777241819808006
1.0,500.0,771.0,200.0,2.333333333333333,2.997880700028914,-0.007411861857544188
1.0,500.0,835.0,200.0,2.333333333333333,3.026765793668011,-0.017806322936497213
1.0,500.0,904.0,200.0,2.333333333333333,3.039241772732189,-0.012190572130284181
1.0,500.0,979.0,200.0,2.333333333333333,3.047491254708242,-0.008428246955594455
1.0,500.0,1059.0,200.0,2.333333333333333,3.0601831426278547,-0.012224888938266365
1.0,500.0,1147.0,200.0,2.333333333333333,3.037128788216487,-0.01466776042267854
1.0,500.0,1242.0,200.0,2.333333333333333,3.072435673764885,-0.0038002917976862802
1.0,500.0,1344.0,200.0,2.333333333333333,3.1232967881453093,-0.006836563714400749
1.0,500.0,1455.0,200.0,2.333333333333333,3.1311361484346336,-0.002838994034416046
1.0,500.0,1576.0,200.0,2.333333333333333,3.147474808796328,0.0007866808558099357
1.0,500.0,1706.0,200.0,2.333333333333333,3.1644411338125153,-0.003631698772424904
1.0,500.0,1847.0,200.0,2.333333333333333,3.197824171511433,-0.0077691651479539475
1.0,500.0,2000.0,200.0,2.333333333333333,3.2187077875630283,-0.017150085331807334
1.0,500.0,20.0,200.0,3.6666666666666665,1.098905334902874,-0.04288025708600263
1.0,500.0,21.0,200.0,3.6666666666666665,1.107533930269075,-0.041953907972815785
1.0,500.0,23.0,200.0,3.6666666666666665,1.1405980920671426,-0.0317046360197035
1.0,500.0,25.0,200.0,3.6666666666666665,1.2194243500000073,-0.040538958644542905
1.0,500.0,27.0,200.0,3.6666666666666665,1.2493680380449914,-0.027018959969337317
1.0,500.0,29.0,200.0,3.6666666666666665,1.312624020811517,-0.022151089255017693
1.0,500.0,31.0,200.0,3.6666666666666665,1.3256028497537404,-0.020799483569345467
1.0,500.0,34.0,200.0,3.6666666666666665,1.32451267475364,-0.02551806488703941
1.0,500.0,36.0,200.0,3.6666666666666665,1.3287655348289764,-0.016078153568115747
1.0,500.0,39.0,200.0,3.6666666666666665,1.3694349478974257,-0.014239473274032235
1.0,500.0,43.0,200.0,3.6666666666666665,1.3671248025548863,-0.005641634715216189
1.0,500.0,46.0,200.0,3.6666666666666665,1.3855667080952203,0.00016805012111463744
1.0,500.0,50.0,200.0,3.6666666666666665,1.4063678794805434,-0.005413620044854686
1.0,500.0,54.0,200.0,3.6666666666666665,1.4323317453128126,-0.016779826933068134
1.0,500.0,58.0,200.0,3.6666666666666665,1.4289375112726193,-0.00557713444106946
1.0,500.0,63.0,200.0,3.6666666666666665,1.46974765428297,-0.004102439125490143
1.0,500.0,68.0,200.0,3.6666666666666665,1.51785181094349,0.010100765781827689
1.0,500.0,73.0,200.0,3.6666666666666665,1.6217017134925196,0.006432917235871159
1.0,500.0,79.0,200.0,3.6666666666666665,1.6629723494315463,0.008293159754753508
1.0,500.0,85.0,200.0,3.6666666666666665,1.71575567131653,0.009597680797667426
1.0,500.0,92.0,200.0,3.6666666666666665,1.7652527893791408,0.0009714748528383675
1.0,500.0,100.0,200.0,3.6666666666666665,1.7789895361845425,0.005523711549667528
1.0,500.0,108.0,200.0,3.6666666666666665,2.03758985230608,-0.007150855625189176
1.0,500.0,116.0,200.0,3.6666666666666665,2.4684033910868735,-0.00764612923986631
1.0,500.0,126.0,200.0,3.6666666666666665,2.705959553406313,0.009573394644049372
1.0,500.0,136.0,200.0,3.6666666666666665,3.211646398950292,0.004319013050184465
1.0,500.0,147.0,200.0,3.6666666666666665,3.6120182640034275,0.00015527651816349105
1.0,500.0,158.0,200.0,3.6666666666666665,4.075187981199799,-0.007248597739581078
1.0,500.0,171.0,200.0,3.6666666666666665,5.857426413601111,-0.011204235326666083
1.0,500.0,185.0,200.0,3.6666666666666665,14.26601614057694,-0.007414962195781045
1.0,500.0,200.0,200.0,3.6666666666666665,53.42376872360567,-0.008892569994146908
1.0,500.0,216.0,200.0,3.6666666666666665,8.418210423809635,-0.011629892715196743
1.0,500.0,234.0,200.0,3.6666666666666665,6.810268630590674,0.003299171745091173
1.0,500.0,254.0,200.0,3.6666666666666665,5.118142905549022,0.0024842697512684553
1.0,500.0,275.0,200.0,3.6666666666666665,4.329280435530859,-0.012032582367230246
1.0,500.0,297.0,200.0,3.6666666666666665,4.101257192027388,-0.009343268005477006
1.0,500.0,322.0,200.0,3.6666666666666665,3.8713068731376037,-0.023784406494097642
1.0,500.0,348.0,200.0,3.6666666666666665,3.6676013392020774,-0.025695913705186316
1.0,500.0,377.0,200.0,3.6666666666666665,3.610774065072849,-0.037741220824393865
1.0,500.0,408.0,200.0,3.6666666666666665,3.459658844773577,-0.027827883137184827
1.0,500.0,442.0,200.0,3.6666666666666665,3.5081802692600235,-0.022548663244874353
1.0,500.0,479.0,200.0,3.6666666666666665,3.6434289546751226,-0.017844303673856768
1.0,500.0,518.0,200.0,3.6666666666666665,3.706299002405328,-0.021401528776701532
1.0,500.0,561.0,200.0,3.6666666666666665,3.6962268717061657,-0.004673437362268334
1.0,500.0,608.0,200.0,3.6666666666666665,3.8036009629717498,-0.005071969935766845
1.0,500.0,658.0,200.0,3.6666666666666665,3.9175736406021455,-0.00918610942929753
1.0,500.0,712.0,200.0,3.6666666666666665,3.9461321430977003,-0.008834935318898476
1.0,500.0,771.0,200.0,3.6666666666666665,3.9546211260078477,-0.008376009435641901
1.0,500.0,835.0,200.0,3.6666666666666665,4.02120064888573,-0.02146299198101541
1.0,500.0,904.0,200.0,3.6666666666666665,4.056842036798504,-0.014384581503142608
1.0,500.0,979.0,200.0,3.6666666666666665,4.087401553158686,-0.009652815397126684
1.0,500.0,1059.0,200.0,3.6666666666666665,4.124548750343792,-0.01442777986347301
1.0,500.0,1147.0,200.0,3.6666666666666665,4.101630716010609,-0.017504687592865244
1.0,500.0,1242.0,200.0,3.6666666666666665,4.161823845711154,-0.0038442212254686204
1.0,500.0,1344.0,200.0,3.6666666666666665,4.247326586483836,-0.007653587246882632
1.0,500.0,1455.0,200.0,3.6666666666666665,4.26933105624697,-0.002639356207620047
1.0,500.0,1576.0,200.0,3.6666666666666665,4.301917817119119,0.0018997051855009703
1.0,500.0,1706.0,200.0,3.6666666666666665,4.333804859420126,-0.0036328692936029275
1.0,500.0,1847.0,200.0,3.6666666666666665,4.391435824055279,-0.00882478994476055
1.0,500.0,2000.0,200.0,3.6666666666666665,4.424649577239529,-0.020634881949190685
1.0,500.0,20.0,200.0,5.0,1.0989053349028728,-0.049741413265531935
1.0,500.0,21.0,200.0,5.0,1.107533930269075,-0.048647206925393725
1.0,500.0,23.0,200.0,5.0,1.1405980920671424,-0.036558936341122165
1.0,500.0,25.0,200.0,5.0,1.2194243500000048,-0.04697638291857996
1.0,500.0,27.0,200.0,5.0,1.2493680380449885,-0.031043955183473533
1.0,500.0,29.0,200.0,5.0,1.3126240208115207,-0.025322403103341155
1.0,500.0,31.0,200.0,5.0,1.3256028497537364,-0.02373521648471621
1.0,500.0,34.0,200.0,5.0,1.3245126747536358,-0.029278982485601433
1.0,500.0,36.0,200.0,5.0,1.3287655348289802,-0.01819602209702335
1.0,500.0,39.0,200.0,5.0,1.3694349478974466,-0.016040987573739354
1.0,500.0,43.0,200.0,5.0,1.3671248025549134,-0.005980353177363048
1.0,500.0,46.0,200.0,5.0,1.3855667080952465,0.0008018755830420723
1.0,500.0,50.0,200.0,5.0,1.406367879480548,-0.005713922994005334
1.0,500.0,54.0,200.0,5.0,1.4323317453127973,-0.01901874289852489
1.0,500.0,58.0,200.0,5.0,1.4289375112725882,-0.005904983996243104
1.0,500.0,63.0,200.0,5.0,1.469747654282982,-0.004182223025197789
1.0,500.0,68.0,200.0,5.0,1.5178518109435015,0.012366183299165695
1.0,500.0,73.0,200.0,5.0,1.6217017134925433,0.008100527787775896
1.0,500.0,79.0,200.0,5.0,1.662972349431512,0.01026466111199895
1.0,500.0,85.0,200.0,5.0,1.7157556713165072,0.011781433948848587
1.0,500.0,92.0,200.0,5.0,1.7652527893792267,0.00173875498596313
1.0,500.0,100.0,200.0,5.0,1.7789895361845192,0.007042275846925782
1.0,500.0,108.0,200.0,5.0,2.0375898523060294,-0.007744344014618151
1.0,500.0,116.0,200.0,5.0,2.4684033910869965,-0.00832341236155796
1.0,500.0,126.0,200.0,5.0,2.705959553406454,0.01175320280989538
1.0,500.0,136.0,200.0,5.0,3.2116463989505277,0.0056395716306049375
1.0,500.0,147.0,200.0,5.0,3.6120182640038196,0.0007869781296673193
1.0,500.0,158.0,200.0,5.0,4.075187981199113,-0.007858615656496626
1.0,500.0,171.0,200.0,5.0,5.857426413603929,-0.012486213863686818
1.0,500.0,185.0,200.0,5.0,14.26601614056872,-0.008053122920318394
1.0,500.0,200.0,200.0,5.0,53.423768722363164,-0.009781145706036852
1.0,500.0,216.0,200.0,5.0,8.500803206706477,-0.012984526333625802
1.0,500.0,234.0,200.0,5.0,7.006805959146412,0.004451648313011978
1.0,500.0,254.0,200.0,5.0,5.450310230933175,0.0035021396901604883
1.0,500.0,275.0,200.0,5.0,4.731225925963858,-0.013456012202103398
1.0,500.0,297.0,200.0,5.0,4.542780594225976,-0.010308388010597764
1.0,500.0,322.0,200.0,5.0,4.379180577417571,-0.027241249251981875
1.0,500.0,348.0,200.0,5.0,4.195884286420771,-0.029488083219668153
1.0,500.0,377.0,200.0,5.0,4.180551388433814,-0.04367457217276107
1.0,500.0,408.0,200.0,5.0,4.07043975947275,-0.03199552221035776
1.0,500.0,442.0,200.0,5.0,4.185960949180248,-0.025789394098149388
1.0,500.0,479.0,200.0,5.0,4.398279968445215,-0.02026719146694102
1.0,500.0,518.0,200.0,5.0,4.511966992134294,-0.024442117722844357
1.0,500.0,561.0,200.0,5.0,4.511336318930212,-0.004849172689626398
1.0,500.0,608.0,200.0,5.0,4.668082005088243,-0.005314749466255417
1.0,500.0,658.0,200.0,5.0,4.834642427296436,-0.010124529784104518
1.0,500.0,712.0,200.0,5.0,4.888096886225913,-0.009713728127279235
1.0,500.0,771.0,200.0,5.0,4.91177510678344,-0.009176948648145429
1.0,500.0,835.0,200.0,5.0,5.016273007017906,-0.024514292871273123
1.0,500.0,904.0,200.0,5.0,5.074950241337349,-0.016211017951620138
1.0,500.0,979.0,200.0,5.0,5.128227678321654,-0.010670551338540085
1.0,500.0,1059.0,200.0,5.0,5.190158559229903,-0.016261637049973163
1.0,500.0,1147.0,200.0,5.0,5.167768322182273,-0.019868836162894806
1.0,500.0,1242.0,200.0,5.0,5.252674347588658,-0.0038806549916346445
1.0,500.0,1344.0,200.0,5.0,5.372418144445634,-0.008332132887337428
1.0,500.0,1455.0,200.0,5.0,5.408332066866389,-0.00247385541889429
1.0,500.0,1576.0,200.0,5.0,5.45729713455855,0.0028208520247837154
1.0,500.0,1706.0,200.0,5.0,5.504093444118081,-0.003633840014411739
1.0,500.0,1847.0,200.0,5.0,5.5859174552668005,-0.009701860807216167
1.0,500.0,2000.0,200.0,5.0,5.630887822138834,-0.023541968864704214
