λ,μ,p,true_p,n,tau,snr,MSE
1.0,1.0,297.0,100.0,200.0,-5.0,1.0,5.082370204075639
1.0,1.0,297.0,100.0,200.0,-6.0,1.0,5.718359004505317
1.0,1.0,297.0,100.0,200.0,-7.0,1.0,6.720111164413388
1.0,1.0,297.0,100.0,200.0,-8.0,1.0,8.62997380262939
1.0,1.0,322.0,100.0,200.0,0.0,1.0,3.1242299659494575
1.0,1.0,322.0,100.0,200.0,-1.0,1.0,3.222426285868308
1.0,1.0,322.0,100.0,200.0,-2.0,1.0,3.333217833983362
1.0,1.0,322.0,100.0,200.0,-3.0,1.0,3.459209801763865
1.0,1.0,322.0,100.0,200.0,-4.0,1.0,3.603787266953223
1.0,1.0,322.0,100.0,200.0,-5.0,1.0,3.7714332391777177
1.0,1.0,322.0,100.0,200.0,-6.0,1.0,3.9682171674187923
1.0,1.0,322.0,100.0,200.0,-7.0,1.0,4.202571343848286
1.0,1.0,322.0,100.0,200.0,-8.0,1.0,4.486575250595223
1.0,1.0,348.0,100.0,200.0,0.0,1.0,2.862578096327378
1.0,1.0,348.0,100.0,200.0,-1.0,1.0,2.919035642380007
1.0,1.0,348.0,100.0,200.0,-2.0,1.0,2.9804529916342135
1.0,1.0,348.0,100.0,200.0,-3.0,1.0,3.0475141895297995
1.0,1.0,348.0,100.0,200.0,-4.0,1.0,3.1210351573752853
1.0,1.0,348.0,100.0,200.0,-5.0,1.0,3.201996919928512
1.0,1.0,348.0,100.0,200.0,-6.0,1.0,3.2915893568401176
1.0,1.0,348.0,100.0,200.0,-7.0,1.0,3.3912695692578083
1.0,1.0,348.0,100.0,200.0,-8.0,1.0,3.5028408760687597
1.0,1.0,377.0,100.0,200.0,0.0,1.0,2.638995808304657
1.0,1.0,377.0,100.0,200.0,-1.0,1.0,2.6691720552929095
1.0,1.0,377.0,100.0,200.0,-2.0,1.0,2.7011246990540787
1.0,1.0,377.0,100.0,200.0,-3.0,1.0,2.7350218715738825
1.0,1.0,377.0,100.0,200.0,-4.0,1.0,2.7710546286690008
1.0,1.0,377.0,100.0,200.0,-5.0,1.0,2.8094411592306607
1.0,1.0,377.0,100.0,200.0,-6.0,1.0,2.8504319958388775
1.0,1.0,377.0,100.0,200.0,-7.0,1.0,2.8943165279700587
1.0,1.0,377.0,100.0,200.0,-8.0,1.0,2.9414312315611575
1.0,1.0,408.0,100.0,200.0,0.0,1.0,2.470891271600764
1.0,1.0,408.0,100.0,200.0,-1.0,1.0,2.490740902949118
1.0,1.0,408.0,100.0,200.0,-2.0,1.0,2.511537739804163
1.0,1.0,408.0,100.0,200.0,-3.0,1.0,2.5333551514070596
1.0,1.0,408.0,100.0,200.0,-4.0,1.0,2.5562747404700406
1.0,1.0,408.0,100.0,200.0,-5.0,1.0,2.5803875757604655
1.0,1.0,408.0,100.0,200.0,-6.0,1.0,2.605795658020406
1.0,1.0,408.0,100.0,200.0,-7.0,1.0,2.632613673128039
1.0,1.0,408.0,100.0,200.0,-8.0,1.0,2.6609711012609365
1.0,1.0,442.0,100.0,200.0,0.0,1.0,2.3443793971552003
1.0,1.0,442.0,100.0,200.0,-1.0,1.0,2.3589254656571597
1.0,1.0,442.0,100.0,200.0,-2.0,1.0,2.3740507649683247
1.0,1.0,442.0,100.0,200.0,-3.0,1.0,2.389790439405602
1.0,1.0,442.0,100.0,200.0,-4.0,1.0,2.4061825734469497
1.0,1.0,442.0,100.0,200.0,-5.0,1.0,2.423268507943821
1.0,1.0,442.0,100.0,200.0,-6.0,1.0,2.4410931981303214
1.0,1.0,442.0,100.0,200.0,-7.0,1.0,2.4597056200137932
1.0,1.0,442.0,100.0,200.0,-8.0,1.0,2.4791592329491894
1.0,1.0,479.0,100.0,200.0,0.0,1.0,2.2482798711994967
1.0,1.0,479.0,100.0,200.0,-1.0,1.0,2.2582678450546374
